tau_quantile,rep,seed,method_id,method_label,estimator_family,working_model,spec_status,is_conformal,n,test_frac,p,beta_scale,gamma,kappa,cens_target,alpha,B,tau,censor_rate_emp,admin_mass_emp,coverage,mean_len,sd_len
0.8,27,28260348,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.8816666666666667,1.4365765028737747,0.09975099082191353
0.8,27,28260348,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.8966666666666666,1.4485146698110682,0.10534942012518526
0.8,27,28260348,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6209876938155292,0.32785714285714285,0.11928571428571429,0.88,1.4393342922543695,0.09575361748945833
0.8,28,28260349,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.925,1.4174817205180992,0.06623067098761164
0.8,28,28260349,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.925,1.4186143684672945,0.07513091887300848
0.8,28,28260349,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.9233333333333333,1.413740506184618,0.06633721122516334
0.8,28,28260349,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.9233333333333333,1.4137311254956375,0.06766919609471796
0.8,28,28260349,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.9283333333333333,1.426268669584019,0.07137092511283624
0.8,28,28260349,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.5715600148993931,0.30642857142857144,0.12857142857142856,0.925,1.419431690588743,0.06394500189051067
0.8,29,28260350,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.905,1.4212662200381463,0.06185102387983255
0.8,29,28260350,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.8966666666666666,1.4083007756023445,0.07533614949489775
0.8,29,28260350,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.9016666666666666,1.4144949943727596,0.0671878358894826
0.8,29,28260350,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.9016666666666666,1.4165600531212008,0.06388130720109739
0.8,29,28260350,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.905,1.422244189848112,0.06864458101725927
0.8,29,28260350,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.565280883270486,0.335,0.125,0.9033333333333333,1.4189757667418017,0.06519127373907127
0.8,30,28260351,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9233333333333333,1.4454123238406251,0.07487691998652472
0.8,30,28260351,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9216666666666666,1.4444775976473285,0.08655737545845112
0.8,30,28260351,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9233333333333333,1.4464606259347952,0.07374489224397054
0.8,30,28260351,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9233333333333333,1.4413588313257082,0.0768718217661757
0.8,30,28260351,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9216666666666666,1.4443834110994331,0.08660523633060518
0.8,30,28260351,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,1.6148159141549538,0.32785714285714285,0.11142857142857143,0.9216666666666666,1.4387406806217211,0.07712647022266468
0.9,1,29260322,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.9033333333333333,2.226932106941693,0.0709480078378843
0.9,1,29260322,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.8983333333333333,2.205347709559816,0.08801300435863404
0.9,1,29260322,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.9,2.2187810835726767,0.07481899679591762
0.9,1,29260322,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.9,2.224984897708858,0.07171444120912987
0.9,1,29260322,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.9066666666666666,2.2241480588489657,0.07907532015807109
0.9,1,29260322,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.390482380554965,0.2592857142857143,0.055,0.9033333333333333,2.2233829311035493,0.07281373753626759
0.9,2,29260323,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.8683333333333333,2.1632227116479394,0.08106743273633464
0.9,2,29260323,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.8916666666666667,2.185948081630663,0.07669531837347585
0.9,2,29260323,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.895,2.191601446170264,0.06774604087472523
0.9,2,29260323,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.8716666666666667,2.170339608685225,0.07786797307914503
0.9,2,29260323,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.8783333333333333,2.176220892720252,0.08155441805383003
0.9,2,29260323,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3394806081147657,0.25214285714285717,0.054285714285714284,0.8766666666666667,2.1723719009646585,0.07655543320811059
0.9,3,29260324,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.9016666666666666,2.130608755697405,0.09058201582670658
0.9,3,29260324,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.9133333333333333,2.1462140349238994,0.08956074298651828
0.9,3,29260324,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.9116666666666666,2.1439403730368642,0.08824367480904134
0.9,3,29260324,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.91,2.1456125550765797,0.08416090137222611
0.9,3,29260324,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.9233333333333333,2.1597056968673254,0.08307376986754715
0.9,3,29260324,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3324832309904617,0.25,0.04928571428571429,0.915,2.150283025125344,0.08527512466401031
0.9,4,29260325,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.93,2.103620190333513,0.07552649938716187
0.9,4,29260325,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.9266666666666666,2.1037426571347697,0.07230930249434471
0.9,4,29260325,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.9016666666666666,2.0744078512070145,0.08096951412554566
0.9,4,29260325,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.915,2.0973902799828723,0.0782862989603028
0.9,4,29260325,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.9316666666666666,2.111512283974691,0.06857330269716067
0.9,4,29260325,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.254121759901187,0.25285714285714284,0.05857142857142857,0.9133333333333333,2.096732607593502,0.0709111681092607
0.9,5,29260326,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.8566666666666667,2.132516081706442,0.09386596569253039
0.9,5,29260326,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.885,2.1643348116806034,0.08221087211659381
0.9,5,29260326,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.86,2.136170975103571,0.08789983662257402
0.9,5,29260326,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.8666666666666667,2.153688176941938,0.08301151935637978
0.9,5,29260326,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.87,2.150302027481279,0.08938000554455289
0.9,5,29260326,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3252534832108704,0.24142857142857144,0.05785714285714286,0.8633333333333333,2.1487021542732827,0.08207439770317489
0.9,6,29260327,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.8783333333333333,2.0398389303664426,0.08521214150439238
0.9,6,29260327,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.885,2.0500446135864046,0.08797510516899894
0.9,6,29260327,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.89,2.057046869332863,0.07976835143526381
0.9,6,29260327,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.885,2.0514333345228084,0.079979431445511
0.9,6,29260327,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.885,2.054733833079294,0.08556541499973462
0.9,6,29260327,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.221242796369157,0.2664285714285714,0.056428571428571425,0.8866666666666667,2.054299825520256,0.0811028982794355
0.9,7,29260328,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.885,2.2455087390942516,0.10058584505219485
0.9,7,29260328,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.875,2.2349213227519567,0.105316591318554
0.9,7,29260328,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.8816666666666667,2.2425034072057053,0.10526421397327962
0.9,7,29260328,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.8966666666666666,2.2621741419145,0.09233051732612506
0.9,7,29260328,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.9016666666666666,2.2682907405015253,0.08876485456545441
0.9,7,29260328,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.447246674713063,0.24214285714285713,0.05928571428571429,0.8983333333333333,2.261323532366002,0.09558826366733772
0.9,8,29260329,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.8833333333333333,2.145942655052348,0.09228508119917607
0.9,8,29260329,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.8783333333333333,2.1286069980286215,0.10567705007912877
0.9,8,29260329,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.8816666666666667,2.147774175323617,0.09005795266823341
0.9,8,29260329,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.8833333333333333,2.1459910945767375,0.0922693049768798
0.9,8,29260329,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.895,2.1625295123687915,0.08905985136924721
0.9,8,29260329,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3443371767021417,0.25785714285714284,0.04928571428571429,0.8816666666666667,2.149092722281464,0.0894538428475253
0.9,9,29260330,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.9016666666666666,2.123749410205052,0.07605069056056916
0.9,9,29260330,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.905,2.129213431500961,0.07783903514710067
0.9,9,29260330,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.91,2.1428206362268347,0.06598121752428428
0.9,9,29260330,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.9,2.122826492390329,0.07647645472804432
0.9,9,29260330,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.8983333333333333,2.120885725720105,0.08185897174843204
0.9,9,29260330,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.29046487580387,0.24785714285714286,0.05285714285714286,0.9016666666666666,2.122670871852267,0.07498601168401661
0.9,10,29260331,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8966666666666666,2.203002152010701,0.07759597805863284
0.9,10,29260331,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8916666666666667,2.201853459626384,0.07886698656820496
0.9,10,29260331,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8916666666666667,2.197636794947396,0.08085047949541234
0.9,10,29260331,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8983333333333333,2.205913294309595,0.07598320639912477
0.9,10,29260331,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8966666666666666,2.2070821637269296,0.07638601869306796
0.9,10,29260331,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.368067677956033,0.2571428571428571,0.05357142857142857,0.8933333333333333,2.2019916731652485,0.07878457462041587
0.9,11,29260332,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.8833333333333333,2.32653598929273,0.089259488695466
0.9,11,29260332,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.915,2.3536410080821017,0.08184267783834538
0.9,11,29260332,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.9116666666666666,2.3488464413446213,0.0808823821566632
0.9,11,29260332,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.8883333333333333,2.3352362114937826,0.08519588121236092
0.9,11,29260332,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.8966666666666666,2.3382904552412653,0.08973916530141421
0.9,11,29260332,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.5127409061910777,0.2592857142857143,0.05357142857142857,0.8916666666666667,2.3351680120392153,0.08763272572329461
0.9,12,29260333,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.93,2.18364440915978,0.07596654875064848
0.9,12,29260333,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.925,2.178985183146205,0.07568577837014626
0.9,12,29260333,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.9233333333333333,2.177877464095248,0.07184619448864883
0.9,12,29260333,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.9183333333333333,2.1671419396777742,0.08509721169588613
0.9,12,29260333,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.9216666666666666,2.1690729970794034,0.080728742176659
0.9,12,29260333,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.327749193081535,0.26142857142857145,0.05857142857142857,0.9183333333333333,2.162562384836612,0.0791880071871981
0.9,13,29260334,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.89,2.04656044215202,0.07703836618540393
0.9,13,29260334,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.8983333333333333,2.0590639258085597,0.07500866364419624
0.9,13,29260334,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.9166666666666666,2.082255153509429,0.0649173944044542
0.9,13,29260334,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.9133333333333333,2.0804180201645672,0.06368325602778173
0.9,13,29260334,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.9166666666666666,2.0803803421976332,0.06588896516039197
0.9,13,29260334,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.2343894488910565,0.25142857142857145,0.047857142857142855,0.915,2.0800899695827346,0.06584130244619342
0.9,14,29260335,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.9166666666666666,2.1361755447202726,0.06885804535148081
0.9,14,29260335,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.925,2.143691748282539,0.0746472383162454
0.9,14,29260335,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.905,2.1210138949734447,0.07310872610675008
0.9,14,29260335,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.9233333333333333,2.145205109174333,0.06500189358108253
0.9,14,29260335,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.9266666666666666,2.146317359885166,0.07347390145289769
0.9,14,29260335,plugin_weibull,Weibull Plug-in,plug-in,Weibull,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.3107321449065656,0.265,0.045714285714285714,0.9216666666666666,2.1424373552186076,0.06485310553321759
0.9,15,29260336,cp_cox,CP + Cox,conformal,Cox,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.274353449146539,0.255,0.056428571428571425,0.9,2.0912712786351095,0.07157121025883283
0.9,15,29260336,cp_lognormal,CP + Log-Normal,conformal,Log-Normal,misspecified,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.274353449146539,0.255,0.056428571428571425,0.8983333333333333,2.0889971352704824,0.08195469825445402
0.9,15,29260336,cp_weibull,CP + Weibull,conformal,Weibull,correct,TRUE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.274353449146539,0.255,0.056428571428571425,0.885,2.073651369051726,0.08410790584798362
0.9,15,29260336,plugin_cox,Cox Plug-in,plug-in,Cox,correct,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.274353449146539,0.255,0.056428571428571425,0.9,2.098149652876184,0.06886861640065925
0.9,15,29260336,plugin_lognormal,Log-Normal Plug-in,plug-in,Log-Normal,misspecified,FALSE,2000,0.3,3,0.3,1.2,1,0.2,0.1,1500,2.274353449146539,0.255,0.056428571428571425,0.9083333333333333,2.104994741523478,0.07488140808245307
